,0,1,2
10,"[346.2900230197265, 346.03560094764686, 339.74469115488523, 342.8601790381059, 299.1298580203564, 346.13723456706856, 383.3597335393028, 408.77401135492426, 300.15843268607557, 336.8693259658329, 363.54499136633683, 382.9326318619115, 314.0857791942613, 351.9174294426387, 392.9401600099353, 420.3207048494967, 335.996830753701, 368.4090382426004, 401.14963392209035, 421.7969888923292]","[320.07858215242436, 281.7260029871719, 252.60723553017252, 228.1451517586639, 261.7385884452688, 245.14648848001204, 246.23789823726202, 255.68482477266858, 264.62971662926094, 189.83947713706803, 125.64563117222056, 107.44578581703807, 275.6296681923264, 227.24064939804862, 225.03728243916146, 230.4684172405166, 293.73942491830064, 261.8241097627002, 245.86962658071397, 238.67305446164428]",0
11,"[349.7216227258489, 349.2741715727906, 343.3358321721567, 343.1516790279843, 306.1672762790461, 356.14003346420634, 392.91729163075223, 417.63946626743666, 307.3478705862885, 359.53914905269096, 404.26786676386337, 428.79469241566005, 319.1898730799966, 363.58975548288413, 405.1025307143121, 429.3982187897858, 339.2095799042814, 376.44254842908117, 409.419826865034, 426.86875441698635]","[326.51264860126213, 287.32293412831325, 257.80465573400693, 230.25685359663896, 271.73652575948967, 261.2896733473007, 259.1280424754388, 265.92473766118064, 272.20959634760754, 236.12489027953757, 241.18524791524106, 247.70411913213417, 277.9122127921652, 238.8924969305128, 244.6810588305677, 249.8054794117374, 288.2789102784913, 252.28635740871897, 239.8881830716504, 233.48217375201392]",0
12,"[347.45559349163784, 346.12678545438234, 337.7041688808483, 338.3473205762674, 304.84792769195184, 354.94632270388695, 391.33062716536483, 415.81885783470443, 305.79586976558414, 344.7290150656722, 369.23439238720306, 387.3380860535419, 317.64561723426357, 358.5467001157149, 399.4805077849076, 426.25021582991366, 338.35520680324737, 375.378437708377, 408.2423493621907, 427.0740501436827]","[322.92235219650996, 284.12655643640664, 254.54617904611933, 228.2354649579987, 269.684298396706, 255.54657053684545, 256.5048581770416, 266.433284471646, 269.23001312821214, 193.6150796336721, 132.5977017217289, 119.37868437417896, 275.6451300142081, 226.11643584677296, 225.30985848199867, 234.70102804667908, 290.00242270396643, 254.84345938571312, 240.06200744339495, 238.25824340329373]",0
13,"[353.21803550418144, 353.84632836479824, 345.4427915533751, 342.78194373910384, 313.7589320478549, 365.4677457852952, 399.8844187256573, 422.838322859922, 313.59458259848776, 368.591257821884, 411.1613309132196, 432.63430012610365, 323.6080146959524, 374.9106963907049, 417.3313161668874, 439.696850120507, 342.6556447864623, 384.97871169620873, 419.1174204035561, 433.30827243581206]","[326.8155884128199, 287.3985541009635, 253.97966421645776, 225.93016608171803, 263.05963434477934, 253.08710866038672, 254.9289711066034, 263.42615001407864, 264.071900887857, 231.72972902370805, 237.3021239910966, 242.7933596752342, 270.64158160387495, 231.11511261893946, 235.18524866791924, 240.46388311947524, 281.9052405337854, 240.63132286622348, 228.67363097139156, 229.4165286614316]",0
14,"[353.21803550418144, 353.84632836479824, 345.4427915533751, 342.78194373910384, 313.7589320478549, 365.4677457852952, 399.8844187256573, 422.838322859922, 313.59458259848776, 368.591257821884, 411.1613309132196, 432.63430012610365, 323.6080146959524, 374.9106963907049, 417.3313161668874, 439.696850120507, 342.6556447864623, 384.97871169620873, 419.1174204035561, 433.30827243581206]","[326.8155884128199, 287.3985541009635, 253.97966421645776, 225.93016608171803, 263.05963434477934, 253.08710866038672, 254.9289711066034, 263.42615001407864, 264.071900887857, 231.72972902370805, 237.3021239910966, 242.7933596752342, 270.64158160387495, 231.11511261893946, 235.18524866791924, 240.46388311947524, 281.9052405337854, 240.63132286622348, 228.67363097139156, 229.4165286614316]",0
15,"[352.8628817349157, 350.7821479772935, 341.2655854921253, 338.5572354365518, 311.4781774719826, 361.62579428520263, 395.45034752517995, 418.22091462312994, 312.41901304284755, 366.6706918366744, 407.9777150415847, 428.9642106886341, 323.0873853123313, 371.1678578769872, 413.309267118765, 435.3076343275293, 342.12914111400164, 383.01867738286904, 416.5944077981999, 430.6596532823191]","[327.4981241577406, 290.03263127251125, 261.9620227686381, 230.93411661467061, 268.1857017171417, 258.563431127628, 259.29471212825956, 268.92683271600674, 270.2768142232617, 238.87587911807273, 243.01399609363773, 248.59488918612502, 276.3434181997104, 238.93977659465455, 241.1659729193421, 245.5432269615289, 287.0815910451361, 252.1518825766816, 241.98501827663986, 239.8619972985658]",0
16,"[356.14815980958133, 356.3400364191115, 346.045599754512, 342.31713228981374, 317.64019542966207, 369.13071213308797, 401.83900255616663, 423.4529506920192, 317.0097178709974, 372.7888478573819, 415.6694115680366, 435.086260294003, 326.8491373924178, 378.1751847783508, 420.4660761908022, 440.4674476612341, 345.66998856849807, 391.3140425892811, 425.35345979450585, 436.1679973583451]","[323.3057628536085, 287.005295752313, 258.0759843700875, 229.51435906153864, 262.3886798216976, 254.53761530723935, 256.81438269323047, 265.5762867696933, 264.68319924098313, 232.94208039493034, 239.12185936136274, 244.4616701148669, 271.760399837731, 233.1239966379113, 238.28912344553126, 244.34980083569118, 283.1683331690494, 242.54515097799094, 232.30972542042096, 234.0214563477896]",0
17,"[354.2333194860468, 355.16901017338864, 346.8274727482894, 345.9161846019006, 316.17269348009467, 365.2552178839447, 399.6236550231717, 422.7998770979099, 316.5559191355834, 369.35438302826475, 412.25936984453267, 430.73471637193745, 327.6151379953032, 380.0849736002556, 421.336902323804, 439.24248448788995, 347.36478968522266, 395.12752382285555, 430.99640919116996, 439.7694178716644]","[311.5617825310759, 265.94157918068663, 245.69314540111853, 224.92336603725693, 257.49588292333266, 251.45620532803022, 258.94771651947224, 273.13995021243323, 260.60575832501934, 230.62009863917766, 232.60538864783024, 240.4602737743408, 268.2192290959615, 228.76521160221589, 232.24863392013015, 240.48759356163794, 280.9601183874503, 239.2945796943398, 234.0068397998101, 239.28218072027704]",0
18,"[355.3204684670799, 354.6039082478125, 342.5840229362796, 338.73011321052707, 317.9640364588744, 367.1244690961002, 399.20117165677067, 420.05617806496826, 317.5192590005435, 371.4205932509995, 413.08568440019775, 432.19242877401314, 327.37315266518436, 377.68019101471805, 418.53875551592415, 438.37733269982425, 346.1171401464477, 390.64404431930507, 424.07701761393736, 435.3893810298125]","[333.58157537553245, 298.95651789633274, 270.714715144316, 238.3403301711876, 270.71356934667807, 266.9874688108349, 268.83168182943047, 277.16289093207195, 273.23035098367137, 247.5873410178753, 254.73872613376886, 259.87693654908253, 279.24440124418777, 247.5574756578897, 252.47996694655677, 256.86693547191925, 289.4130432327553, 257.5846307921069, 248.02884381490202, 244.32620643754285]",0
19,"[352.2454558278882, 350.78261497478235, 338.94347637597934, 337.0831629394265, 315.8496577594174, 361.36971765602556, 392.37644087302886, 412.8851018374309, 315.88807614947336, 365.67311200916043, 405.2027892428529, 424.0979589810877, 326.4935448468507, 374.1937718345488, 413.08416802068655, 432.8907942482618, 345.54431176656595, 389.9187067837776, 423.82516947087026, 435.7027420796958]","[329.2259703872896, 294.8712016396645, 267.6183407098157, 237.30259092757004, 268.8323267724585, 265.16417150053917, 268.0010520785849, 277.08385008160093, 273.4437242965807, 245.97289193415625, 251.99703890539075, 256.66840794715927, 279.69842113789355, 249.64191463711276, 254.82461585194454, 258.84039087128275, 289.83854825302006, 255.79804384734422, 244.65165495043044, 240.72613287030362]",0
20,"[352.2454558278882, 350.78261497478235, 338.94347637597934, 337.0831629394265, 315.8496577594174, 361.36971765602556, 392.37644087302886, 412.8851018374309, 315.88807614947336, 365.67311200916043, 405.2027892428529, 424.0979589810877, 326.4935448468507, 374.1937718345488, 413.08416802068655, 432.8907942482618, 345.54431176656595, 389.9187067837776, 423.82516947087026, 435.7027420796958]","[329.2259703872896, 294.8712016396645, 267.6183407098157, 237.30259092757004, 268.8323267724585, 265.16417150053917, 268.0010520785849, 277.08385008160093, 273.4437242965807, 245.97289193415625, 251.99703890539075, 256.66840794715927, 279.69842113789355, 249.64191463711276, 254.82461585194454, 258.84039087128275, 289.83854825302006, 255.79804384734422, 244.65165495043044, 240.72613287030362]",0
21,"[351.3604304385373, 349.77116085854465, 335.97373909403353, 333.45177221715306, 314.77910623455324, 358.42646692466985, 388.5680337975727, 408.4969794905517, 315.21935159345816, 365.98511139821727, 404.64397672892915, 423.2053287274554, 325.6944580665705, 373.67230132861454, 411.45465174474845, 430.7371010994201, 344.6639777662222, 386.71197867990503, 418.66133360870657, 431.36927583456037]","[336.8952937191687, 306.7976149007447, 276.19226382631723, 240.58266191536228, 277.09034148098186, 276.09135338527557, 277.63818288378144, 286.4865885527838, 279.9183443291371, 254.77564336810102, 258.9133385905191, 260.8568481939813, 284.66506366834193, 252.07086633423853, 252.58919019798003, 254.11488319198463, 294.06611255083425, 264.21509755558594, 254.1127047513675, 247.65676212037667]",0
22,"[353.61760567424363, 351.70410266360244, 337.65519780711475, 334.42859947983106, 315.6671650618022, 360.1662708107013, 391.1069612607372, 410.9964408833184, 315.7543632140747, 366.2312781462353, 405.97708339453396, 424.65527928669025, 326.3686982765832, 373.84721595211045, 412.0276381117972, 431.13195871059025, 345.55967737516835, 388.44930865136496, 420.86627554217984, 432.8849440580016]","[331.2609891587694, 300.002000004111, 275.0752432230614, 242.35902005792448, 276.92640364846267, 276.89142777523455, 279.07909184382197, 286.3601928768484, 280.6655705185288, 257.87145504287525, 262.41909180048094, 263.3260367401619, 285.44675124361015, 257.77953112787566, 260.2922154690368, 261.3827807081783, 294.2971901054537, 264.05755149355434, 254.52519587902066, 247.99051829589072]",0
23,"[354.8925703343435, 353.69742597346556, 340.47480522072306, 337.1708169988643, 316.54266613996947, 361.4101805729369, 392.3384855146681, 412.51208606614216, 316.3791998712753, 366.88087333375347, 406.9892745400659, 425.48339366698355, 326.62858086512927, 373.31762429856065, 411.8709529659381, 431.08306919822087, 345.67948894446744, 389.32897467268845, 422.842039611599, 434.6380650669328]","[330.12635482229683, 297.2609233459886, 274.0945484974029, 242.34145102216166, 273.4630070288433, 271.6552398326017, 274.22247382462507, 282.15211334071205, 277.20657726273106, 251.8809461266266, 257.1408217959667, 260.1469554221175, 282.5288855377881, 255.52141274512246, 261.5094260811074, 264.4942114685945, 291.9216536513724, 259.173262737254, 249.47778284431075, 244.69936665335118]",0
24,"[353.19225026476875, 351.5955147177222, 338.030675015335, 335.15432570205485, 315.90767238376037, 360.2604525569239, 390.5940945287101, 410.53175404073465, 315.80018843183655, 365.9603960176514, 405.1948120663711, 424.10680840559195, 325.890975349286, 374.19743254398213, 413.0495156964832, 432.63772162323465, 344.4157260198832, 387.66053662929147, 421.219919650637, 433.97835883573845]","[332.10478603005475, 299.8465411720845, 273.8435260298993, 240.54419505447322, 273.4997344931687, 271.11382103430145, 274.3029902902457, 283.4415579381484, 277.51134770456207, 252.05220871455484, 257.8394110530969, 261.49315145759135, 282.648247231414, 252.44879866722795, 256.30445526979514, 259.6188265565126, 292.30364884727436, 258.2495636475322, 246.11730154408383, 240.83442385211615]",0
25,"[353.19225026476875, 351.5955147177222, 338.030675015335, 335.15432570205485, 315.90767238376037, 360.2604525569239, 390.5940945287101, 410.53175404073465, 315.80018843183655, 365.9603960176514, 405.1948120663711, 424.10680840559195, 325.890975349286, 374.19743254398213, 413.0495156964832, 432.63772162323465, 344.4157260198832, 387.66053662929147, 421.219919650637, 433.97835883573845]","[332.10478603005475, 299.8465411720845, 273.8435260298993, 240.54419505447322, 273.4997344931687, 271.11382103430145, 274.3029902902457, 283.4415579381484, 277.51134770456207, 252.05220871455484, 257.8394110530969, 261.49315145759135, 282.648247231414, 252.44879866722795, 256.30445526979514, 259.6188265565126, 292.30364884727436, 258.2495636475322, 246.11730154408383, 240.83442385211615]",0
26,"[353.2429047327609, 351.1326941513997, 337.5865860831195, 334.75968809994754, 315.7483721452801, 359.8716470847106, 390.17441921702823, 410.0929871467027, 315.7214824990459, 365.2825135522661, 404.8214402369966, 424.0701146604854, 326.0324427934618, 372.881896245051, 411.49056833586644, 431.2462247582569, 345.0624788484394, 388.07287576525283, 421.4101525677898, 433.92579290338824]","[333.4371838835965, 300.8328663800078, 273.03427780641493, 239.47929225996262, 275.1384470532836, 273.3161345592864, 275.56632120033106, 283.66062018137, 278.7843312643334, 253.15059530683948, 258.08256673038807, 260.53645446870746, 283.63292600655586, 254.21733808550417, 259.71031753790805, 262.6225518847595, 292.64950667594445, 260.2749049788428, 249.43084245810195, 243.3500371367596]",0
27,"[350.9814376963084, 347.4766265235678, 335.61186549053457, 334.8821234880314, 313.25016589324025, 356.31530336834675, 386.46455951939885, 406.97104646931945, 313.17220297506003, 362.287018443167, 401.6394944678959, 422.8731410782268, 323.63137005125463, 370.32914789597015, 409.924067137958, 431.56196599524014, 342.91997378109096, 384.7758779443721, 417.69100322341376, 431.4131659286848]","[329.8417336333886, 292.8106890943396, 265.60787152553445, 233.65022965613034, 269.9469017047151, 265.7891145363934, 270.0996691710169, 279.9997134596315, 274.64944176005224, 246.25305266782394, 250.74943784450696, 254.46113835717165, 280.29171235081543, 246.60722988714406, 250.08463747260362, 254.1523103440466, 290.3273205652943, 257.05897151733626, 246.74885531249848, 242.02329986083805]",0
28,"[350.5826655383956, 347.3301806363544, 334.87021751379126, 333.2715095660368, 310.2355093467808, 353.15294855790785, 384.1060939993935, 405.0462984134878, 310.6818746086491, 360.51655523760235, 401.1778886440601, 423.0142249231484, 322.0771713836625, 365.58586114766763, 405.8568516063442, 428.6947727951458, 342.3441645725318, 382.3985997521283, 414.7528221800611, 429.16803708545837]","[333.17043062504285, 298.10267161070215, 269.23548795146274, 234.25899541051953, 275.6546441688954, 274.45196163348464, 278.56971880488015, 287.0198005936361, 279.80952520973034, 253.17444834510934, 257.1637018285235, 259.1699203229875, 285.22037599703475, 261.19349497221015, 266.9176102477102, 268.3527453179349, 294.0563240138769, 267.06727787542343, 258.81331633852903, 250.54741995174263]",0
29,"[350.65530646592396, 348.07524248892094, 337.5863109484964, 335.3836289673875, 309.7222885594071, 351.3948760699809, 382.95528119474335, 405.2218025350902, 310.7880002095351, 357.0271609833795, 396.0726482915059, 418.66603209925734, 322.21161676297913, 366.6224407855317, 407.3881595102034, 430.7637588866639, 342.20591251580163, 381.48710119762933, 413.7343296151997, 428.7012169951582]","[328.9488029798045, 294.86355370012683, 265.12314352617744, 233.19426908313324, 274.9098062569736, 273.7741911556173, 275.95791119084697, 284.4647704343584, 278.99217069438924, 253.96126401655428, 255.88298083854718, 256.0295679113874, 284.6339785181561, 259.44420895853875, 264.0296192159666, 264.8886309572686, 293.367059475813, 268.0284708035914, 262.57961649935413, 257.0035385646601]",0
30,"[350.65530646592396, 348.07524248892094, 337.5863109484964, 335.3836289673875, 309.7222885594071, 351.3948760699809, 382.95528119474335, 405.2218025350902, 310.7880002095351, 357.0271609833795, 396.0726482915059, 418.66603209925734, 322.21161676297913, 366.6224407855317, 407.3881595102034, 430.7637588866639, 342.20591251580163, 381.48710119762933, 413.7343296151997, 428.7012169951582]","[328.9488029798045, 294.86355370012683, 265.12314352617744, 233.19426908313324, 274.9098062569736, 273.7741911556173, 275.95791119084697, 284.4647704343584, 278.99217069438924, 253.96126401655428, 255.88298083854718, 256.0295679113874, 284.6339785181561, 259.44420895853875, 264.0296192159666, 264.8886309572686, 293.367059475813, 268.0284708035914, 262.57961649935413, 257.0035385646601]",0
31,"[348.1740474737737, 345.5333670272787, 335.77171098775005, 335.0167849786127, 305.5567600087248, 346.23776416194175, 378.4904176101248, 401.2865068316521, 307.3788898804358, 352.60816602516627, 392.32767604836425, 416.0240548405938, 319.31336688136787, 360.70751416671555, 399.8101012355754, 423.6305250019247, 338.83102130411754, 373.6453018268789, 405.02485813091454, 422.50273524162264]","[325.89502156876364, 288.270188325634, 259.6624146900315, 229.90538614106634, 271.07036849770867, 262.5026388978723, 263.1585301264713, 271.9590939327035, 275.8058921611647, 245.93285871138218, 253.56785222901846, 259.28740888805345, 281.83995417002427, 251.1344933465127, 257.4472604183967, 260.79857048229775, 292.06922600913407, 260.3111959635657, 251.6155564501345, 245.21110654097913]",0
32,"[349.05218449842334, 347.3915488831619, 339.4116285101323, 338.14885588164316, 305.994670089733, 348.17902230270624, 380.63581377478187, 403.88424285284617, 307.90683064292045, 355.44589879280886, 395.2159179463184, 418.50191711730423, 320.1592148129905, 363.47036606628785, 403.5813082182602, 427.5114384298847, 340.6884648777676, 377.4746038927003, 409.1863692763171, 425.84695488229164]","[329.09818094467767, 290.35722278837153, 259.8439559228557, 228.8506326832147, 273.5539672178362, 263.28650611229574, 262.26959065568167, 270.6057520441668, 277.0324388919247, 249.9296487578922, 251.17996275782372, 253.79633074678623, 283.0873844050061, 251.24006822369893, 251.20097166266999, 253.19500056719497, 293.2606834063282, 268.18615690680923, 262.18994296798354, 256.35922585223403]",0
33,"[346.8395515002108, 344.61168107302944, 337.09661710774225, 338.1212380730813, 301.9902441846593, 344.8113297903514, 379.58113656962144, 404.23305271844714, 303.4618921575713, 347.87962345782086, 389.09870955221993, 414.7203687899088, 316.4996939865452, 357.0035199481276, 398.08857730156274, 423.53194213934864, 337.4677017280468, 370.6378690239917, 401.90318261393054, 420.59935155374126]","[326.09657296154336, 287.5309522556951, 259.10038944033914, 230.7884891771693, 270.0964153389781, 254.68061229763242, 252.60559431376328, 259.6378278280562, 274.7537298252214, 239.0733156003907, 243.36222978479537, 248.86813707867364, 282.918062552283, 238.88813592183405, 237.9298824804971, 240.1934015016118, 295.14528352919496, 265.7379552154515, 256.0321536220889, 247.75066267270088]",0
34,"[346.3067601406933, 344.6491250044992, 336.57097298673773, 338.2629133733559, 301.5651174035671, 341.83541035427305, 376.37876138771327, 400.7456361229109, 303.1315552138326, 348.3526237372235, 389.3322855867695, 413.9823323436459, 315.92007255381077, 355.36286016501083, 394.21268299025814, 419.5676987431244, 336.52072985608066, 366.4678279982278, 396.1064280741108, 415.30273639025216]","[323.8171643491551, 285.36842203726485, 256.5992775291477, 226.76342603031446, 266.2954012706284, 246.86346891666403, 243.400723743629, 248.86643007378342, 272.00404512591035, 232.93748518038822, 233.92492802268956, 237.51632351964537, 281.10926642719267, 234.2459792833114, 228.22745876077275, 229.55959802326868, 294.33681137732754, 262.25015475489005, 250.7733461955927, 242.53139803647366]",0
35,"[346.3067601406933, 344.6491250044992, 336.57097298673773, 338.2629133733559, 301.5651174035671, 341.83541035427305, 376.37876138771327, 400.7456361229109, 303.1315552138326, 348.3526237372235, 389.3322855867695, 413.9823323436459, 315.92007255381077, 355.36286016501083, 394.21268299025814, 419.5676987431244, 336.52072985608066, 366.4678279982278, 396.1064280741108, 415.30273639025216]","[323.8171643491551, 285.36842203726485, 256.5992775291477, 226.76342603031446, 266.2954012706284, 246.86346891666403, 243.400723743629, 248.86643007378342, 272.00404512591035, 232.93748518038822, 233.92492802268956, 237.51632351964537, 281.10926642719267, 234.2459792833114, 228.22745876077275, 229.55959802326868, 294.33681137732754, 262.25015475489005, 250.7733461955927, 242.53139803647366]",0
36,"[345.8383154433356, 343.4664411484061, 336.00478696680557, 338.45596201216995, 300.7127568954289, 339.49135412076015, 374.63546885432766, 400.18299730413685, 302.6206687974637, 345.0573633728416, 386.30569537255985, 411.8355391078183, 315.4534127752223, 351.7897425639498, 389.00642756955637, 414.18804774853095, 336.23726933158264, 364.5377693653594, 392.9833529650466, 412.4270021372797]","[325.25247484481133, 284.2480747809947, 254.6544581080975, 227.06402318892165, 267.39683870810353, 246.62790883313278, 240.87980599841316, 244.6597809933304, 271.9748369228107, 231.55937482959632, 230.0107405869089, 231.25831611039666, 280.34951662423754, 229.5366920727596, 220.40170204709673, 221.56075886660275, 293.5184922125964, 260.05242049780253, 246.75001081795574, 238.86674815575654]",0
37,"[345.7074543273781, 343.55204084946183, 338.245300834228, 341.6869994106914, 299.23543337058675, 337.4622760593811, 372.01030439007184, 397.4490745377824, 300.69828575346935, 340.8668737985551, 380.88854799299696, 407.1396551240879, 313.60276017316136, 347.3320402140562, 385.044799293973, 411.3165921736202, 334.70646097735806, 361.60110521766177, 390.4249429907143, 411.096890097891]","[325.4817119395045, 284.9556452250114, 255.41163309776874, 228.04469678799103, 264.8612459950854, 240.6361442591685, 233.6979064268718, 236.60022036228617, 269.8492437907148, 226.2750686387854, 222.77557454786137, 224.4464515147876, 279.0116749936661, 226.31015024533255, 216.05728863733628, 216.11374641208496, 292.92823234146783, 260.3349545382923, 247.01870989130222, 238.9733765166839]",0
