,0,1
10,"[0.6389526724815369, 0.5804737210273743, 0.5266236662864685, 0.49292129278182983, 0.4589935541152954, 0.5318578481674194, 0.5064902305603027, 0.4965798854827881, 0.4934089183807373, 0.5776094794273376, 0.5634310841560364, 0.5583356618881226, 0.5598785877227783, 0.6247824430465698, 0.6200153231620789, 0.6196703314781189, 0.6238417029380798, 0.6728919148445129, 0.6966078281402588, 0.718020498752594, 0.7399073839187617]","[0.7939653992652893, 0.7936391830444336, 0.7732924818992615, 0.7439655065536499, 0.7169334292411804, 0.6178025603294373, 0.5343502759933472, 0.4763311445713043, 0.4255869388580322, 0.5936986804008484, 0.4988396167755127, 0.4320976436138153, 0.3758374750614166, 0.5951470136642456, 0.5080087184906006, 0.44397595524787903, 0.39503785967826843, 0.6157973408699036, 0.5546822547912598, 0.5167514085769653, 0.48460847139358515]"
11,"[0.6389526724815369, 0.5789077877998352, 0.5223655700683594, 0.47784623503685, 0.4388177990913391, 0.5294628143310547, 0.5033779144287109, 0.49231040477752686, 0.48617905378341675, 0.5750976204872131, 0.5732907056808472, 0.5952965021133423, 0.6163517236709595, 0.6215464472770691, 0.6194252967834473, 0.6186554431915283, 0.6205503940582275, 0.6639175415039062, 0.6896101832389832, 0.7118540406227112, 0.7312705516815183]","[0.7939653992652893, 0.7958375811576843, 0.7690019011497498, 0.7471901178359985, 0.7255186438560486, 0.611920952796936, 0.523857593536377, 0.46370816230773926, 0.41120457649230957, 0.5887447595596313, 0.5367242693901062, 0.5622506141662598, 0.5892435312271118, 0.5850837826728821, 0.5011494755744934, 0.44134974479675293, 0.38859158754348755, 0.5973721146583557, 0.5361155271530151, 0.49739402532577515, 0.4566197395324706]"
12,"[0.6389526724815369, 0.5790635347366333, 0.5228559374809265, 0.4794078767299652, 0.436977744102478, 0.5327396392822266, 0.5055329203605652, 0.49653926491737366, 0.49228039383888245, 0.5814033150672913, 0.5718781352043152, 0.5697875022888184, 0.5707691311836243, 0.6300316452980042, 0.6264045834541321, 0.621316134929657, 0.6191815733909607, 0.678310751914978, 0.705199122428894, 0.72478187084198, 0.7432839274406432]","[0.7939653992652893, 0.7857910394668579, 0.7587909698486328, 0.7339979410171509, 0.7214492559432983, 0.5858455896377563, 0.49523091316223145, 0.43474462628364563, 0.38152292370796204, 0.5624362826347351, 0.460271954536438, 0.3889935612678528, 0.32964637875556946, 0.5684107542037964, 0.47427746653556824, 0.4058593511581421, 0.3498683273792267, 0.5966426134109497, 0.5319145917892456, 0.49041301012039185, 0.452351212501525]"
13,"[0.6389526724815369, 0.5785583853721619, 0.5208427309989929, 0.4727204740047455, 0.42822349071502686, 0.5322819948196411, 0.5077276229858398, 0.4961932897567749, 0.4887644648551941, 0.5813586115837097, 0.5810678601264954, 0.5982154011726379, 0.6133533716201782, 0.6292092800140381, 0.6282569169998169, 0.626824676990509, 0.6266534328460693, 0.6741499304771423, 0.7023338079452515, 0.723337709903717, 0.739797174930572]","[0.7939653992652893, 0.7919067740440369, 0.76673424243927, 0.7492243051528931, 0.7381579279899597, 0.590936005115509, 0.5018067061901093, 0.44001173973083496, 0.38470223546028137, 0.5698120594024658, 0.5208709836006165, 0.5463986992835999, 0.5660855770111084, 0.5757036805152893, 0.49216029047966003, 0.43094801902770996, 0.3723139464855194, 0.5964072346687317, 0.5314396023750305, 0.49191781878471375, 0.44705867767333907]"
14,"[0.6389526724815369, 0.5830428600311279, 0.5289098024368286, 0.48627984523773193, 0.44127655029296875, 0.5534201860427856, 0.5224828124046326, 0.5096388459205627, 0.5032271146774292, 0.6013123393058777, 0.5867253541946411, 0.5820053219795227, 0.5818773508071899, 0.6476103663444519, 0.6451694965362549, 0.64314204454422, 0.6436892151832581, 0.6943835020065308, 0.7227041721343994, 0.7423980832099915, 0.756525039672851]","[0.7939653992652893, 0.7804781198501587, 0.7512844204902649, 0.7339326739311218, 0.7291428446769714, 0.5798109769821167, 0.48778873682022095, 0.42653924226760864, 0.3736127018928528, 0.5581726431846619, 0.44960373640060425, 0.3809736669063568, 0.32714471220970154, 0.5671660900115967, 0.4636724293231964, 0.39485323429107666, 0.33951833844184875, 0.5966774821281433, 0.5286630392074585, 0.48539337515830994, 0.4443387985229491]"
15,"[0.6389526724815369, 0.5830428600311279, 0.5289098024368286, 0.48627984523773193, 0.44127655029296875, 0.5534201860427856, 0.5224828124046326, 0.5096388459205627, 0.5032271146774292, 0.6013123393058777, 0.5867253541946411, 0.5820053219795227, 0.5818773508071899, 0.6476103663444519, 0.6451694965362549, 0.64314204454422, 0.6436892151832581, 0.6943835020065308, 0.7227041721343994, 0.7423980832099915, 0.756525039672851]","[0.7939653992652893, 0.7804781198501587, 0.7512844204902649, 0.7339326739311218, 0.7291428446769714, 0.5798109769821167, 0.48778873682022095, 0.42653924226760864, 0.3736127018928528, 0.5581726431846619, 0.44960373640060425, 0.3809736669063568, 0.32714471220970154, 0.5671660900115967, 0.4636724293231964, 0.39485323429107666, 0.33951833844184875, 0.5966774821281433, 0.5286630392074585, 0.48539337515830994, 0.4443387985229491]"
16,"[0.6389526724815369, 0.5822027921676636, 0.5230132937431335, 0.472309947013855, 0.42549413442611694, 0.5449877381324768, 0.5141537189483643, 0.5000542998313904, 0.49066102504730225, 0.5929853320121765, 0.5793893933296204, 0.5735985636711121, 0.5702669620513916, 0.6401764154434204, 0.6356624960899353, 0.634092390537262, 0.6323294043540955, 0.6867679953575134, 0.7132128477096558, 0.7317354083061218, 0.7440882921218869]","[0.7939653992652893, 0.7804561257362366, 0.753944993019104, 0.7336165904998779, 0.7334178686141968, 0.5787639617919922, 0.48911741375923157, 0.43015366792678833, 0.37697380781173706, 0.5530726909637451, 0.4464731812477112, 0.38111549615859985, 0.32825684547424316, 0.560402512550354, 0.4629221260547638, 0.3960619866847992, 0.342750608921051, 0.5900230407714844, 0.5223584175109863, 0.4788651466369629, 0.4386261105537414]"
17,"[0.6389526724815369, 0.5886774659156799, 0.5325093269348145, 0.4837489128112793, 0.43592363595962524, 0.5606762170791626, 0.5261378288269043, 0.5110567808151245, 0.5024020671844482, 0.6072373986244202, 0.5914205312728882, 0.5869203209877014, 0.5846654772758484, 0.6533644199371338, 0.6479073166847229, 0.6451106667518616, 0.6417031288146973, 0.700046718120575, 0.7291602492332458, 0.7473812103271484, 0.7572973966598502]","[0.7939653992652893, 0.7789892554283142, 0.7475738525390625, 0.7281190156936646, 0.7249528765678406, 0.5724514126777649, 0.48099884390830994, 0.42132875323295593, 0.3699466586112976, 0.5494508743286133, 0.44183504581451416, 0.3717663884162903, 0.31999891996383667, 0.5570501685142517, 0.45716962218284607, 0.38735896348953247, 0.33382150530815125, 0.5858887434005737, 0.5178276896476746, 0.47398918867111206, 0.4341984093189239]"
18,"[0.6389526724815369, 0.5935728549957275, 0.545376181602478, 0.49579739570617676, 0.44975990056991577, 0.5624666213989258, 0.5232644081115723, 0.5063034296035767, 0.49474453926086426, 0.6103666424751282, 0.5884749293327332, 0.5868282914161682, 0.5806499123573303, 0.6589363217353821, 0.6529885530471802, 0.6501774191856384, 0.6429315805435181, 0.7068139910697937, 0.7357702255249023, 0.7528222799301147, 0.7586991786956783]","[0.7939653992652893, 0.7910155653953552, 0.7680750489234924, 0.7403346300125122, 0.7218149900436401, 0.5810765624046326, 0.4894631505012512, 0.4231800436973572, 0.36284464597702026, 0.5556567907333374, 0.44934597611427307, 0.38340336084365845, 0.3338824510574341, 0.5600870847702026, 0.4578492045402527, 0.39110150933265686, 0.34039199352264404, 0.5844401717185974, 0.5148154497146606, 0.4648704528808594, 0.4219809770584106]"
19,"[0.6389526724815369, 0.581412672996521, 0.522003173828125, 0.4669533967971802, 0.41706669330596924, 0.5538983345031738, 0.5156275033950806, 0.49841439723968506, 0.48662394285202026, 0.5998340249061584, 0.5797579884529114, 0.5723512768745422, 0.5657954216003418, 0.6462116837501526, 0.6382254958152771, 0.6333586573600769, 0.6278802752494812, 0.6934496760368347, 0.7190475463867188, 0.7367314696311951, 0.747877180576324]","[0.7939653992652893, 0.7720992565155029, 0.7398479580879211, 0.7211318612098694, 0.7215508818626404, 0.5623230338096619, 0.47375354170799255, 0.4145352244377136, 0.3639994263648987, 0.5374702215194702, 0.43131086230278015, 0.36189931631088257, 0.3083563446998596, 0.5449986457824707, 0.44621434807777405, 0.3783823549747467, 0.32451897859573364, 0.574704647064209, 0.5068219304084778, 0.46391433477401733, 0.42509117722511286]"
20,"[0.6389526724815369, 0.5804116129875183, 0.5196990370750427, 0.46348804235458374, 0.41447675228118896, 0.5519248247146606, 0.509592592716217, 0.4892250895500183, 0.4745795726776123, 0.5965087413787842, 0.5732985138893127, 0.5634462237358093, 0.554530918598175, 0.6438115239143372, 0.6326419711112976, 0.624861478805542, 0.6173260807991028, 0.6915563344955444, 0.7192781567573547, 0.7384197115898132, 0.7512324452400168]","[0.7939653992652893, 0.7799916863441467, 0.7496725916862488, 0.7320800423622131, 0.7278083562850952, 0.5688828825950623, 0.48404377698898315, 0.42726677656173706, 0.37884727120399475, 0.5409978032112122, 0.44190847873687744, 0.3775990307331085, 0.32929128408432007, 0.5466634035110474, 0.4497320353984833, 0.38488709926605225, 0.33325716853141785, 0.575701892375946, 0.5093121528625488, 0.4668097496032715, 0.42819464206695473]"
21,"[0.6389526724815369, 0.5804116129875183, 0.5196990370750427, 0.46348804235458374, 0.41447675228118896, 0.5519248247146606, 0.509592592716217, 0.4892250895500183, 0.4745795726776123, 0.5965087413787842, 0.5732985138893127, 0.5634462237358093, 0.554530918598175, 0.6438115239143372, 0.6326419711112976, 0.624861478805542, 0.6173260807991028, 0.6915563344955444, 0.7192781567573547, 0.7384197115898132, 0.7512324452400168]","[0.7939653992652893, 0.7799916863441467, 0.7496725916862488, 0.7320800423622131, 0.7278083562850952, 0.5688828825950623, 0.48404377698898315, 0.42726677656173706, 0.37884727120399475, 0.5409978032112122, 0.44190847873687744, 0.3775990307331085, 0.32929128408432007, 0.5466634035110474, 0.4497320353984833, 0.38488709926605225, 0.33325716853141785, 0.575701892375946, 0.5093121528625488, 0.4668097496032715, 0.42819464206695473]"
22,"[0.6389526724815369, 0.57467120885849, 0.5101776123046875, 0.4510447382926941, 0.402128130197525, 0.542811393737793, 0.4988871216773987, 0.4766552448272705, 0.45901939272880554, 0.5888856649398804, 0.5677781701087952, 0.5577989816665649, 0.5492179989814758, 0.6365905404090881, 0.630475640296936, 0.6242454051971436, 0.6177655458450317, 0.6842589378356934, 0.7102034687995911, 0.7269982695579529, 0.7389795184135387]","[0.7939653992652893, 0.7752372622489929, 0.7407894134521484, 0.728618860244751, 0.7330516576766968, 0.5617480874061584, 0.479488730430603, 0.4247815012931824, 0.3773791193962097, 0.53437739610672, 0.4337676763534546, 0.37224826216697693, 0.3263542950153351, 0.5416803956031799, 0.4485427737236023, 0.38930758833885193, 0.3425922989845276, 0.5715804100036621, 0.5073137879371643, 0.46685248613357544, 0.42927956581115717]"
23,"[0.6389526724815369, 0.5808024406433105, 0.5174145102500916, 0.45485204458236694, 0.40228036046028137, 0.5444808006286621, 0.5005517601966858, 0.47923988103866577, 0.4633508324623108, 0.5891754031181335, 0.566015899181366, 0.5571590065956116, 0.5495380163192749, 0.637179970741272, 0.6271006464958191, 0.6199328303337097, 0.6123515963554382, 0.6861188411712646, 0.7123960852622986, 0.7292709350585938, 0.7410676479339596]","[0.7939653992652893, 0.7763978838920593, 0.7436435222625732, 0.726405918598175, 0.7275569438934326, 0.5600759983062744, 0.47617173194885254, 0.4189704656600952, 0.37237584590911865, 0.5321882963180542, 0.430686354637146, 0.36682790517807007, 0.3204164505004883, 0.5387930870056152, 0.44365620613098145, 0.38191676139831543, 0.3340080678462982, 0.5686028003692627, 0.5048864483833313, 0.46347832679748535, 0.4260684251785276]"
24,"[0.6389526724815369, 0.5830143094062805, 0.5219542980194092, 0.460463285446167, 0.4086734652519226, 0.549035370349884, 0.505473256111145, 0.48458677530288696, 0.469557523727417, 0.5937591195106506, 0.5709044337272644, 0.562274158000946, 0.5538336634635925, 0.6409701108932495, 0.6278713941574097, 0.6189358234405518, 0.6096799373626709, 0.6893222332000732, 0.7164787650108337, 0.7344759106636047, 0.7464129328727713]","[0.7939653992652893, 0.7754409313201904, 0.7428199052810669, 0.7216987609863281, 0.7198194265365601, 0.5621758699417114, 0.47860845923423767, 0.421426385641098, 0.3739553987979889, 0.5351023077964783, 0.43484729528427124, 0.36993005871772766, 0.32232511043548584, 0.5422714948654175, 0.4462766945362091, 0.38113337755203247, 0.3307643532752991, 0.5720118880271912, 0.5074878334999084, 0.46453791856765747, 0.4261299073696136]"
25,"[0.6389526724815369, 0.5797802209854126, 0.5173760056495667, 0.45655325055122375, 0.40613025426864624, 0.54791259765625, 0.5043813586235046, 0.4820222556591034, 0.4650951027870178, 0.5923542976379395, 0.5695803761482239, 0.559313952922821, 0.5502225160598755, 0.6392467021942139, 0.6308816075325012, 0.6238482594490051, 0.6162665486335754, 0.6858287453651428, 0.7150381803512573, 0.734592080116272, 0.7484679222106929]","[0.7939653992652893, 0.7763507962226868, 0.7439574599266052, 0.7270084023475647, 0.7282900214195251, 0.5634628534317017, 0.4808109700679779, 0.42440253496170044, 0.37659144401550293, 0.5360652208328247, 0.43617141246795654, 0.3723015785217285, 0.32370060682296753, 0.5440402626991272, 0.4474523365497589, 0.38369232416152954, 0.33292222023010254, 0.5750928521156311, 0.5106759667396545, 0.46932440996170044, 0.43134689331054643]"
26,"[0.6389526724815369, 0.5797802209854126, 0.5173760056495667, 0.45655325055122375, 0.40613025426864624, 0.54791259765625, 0.5043813586235046, 0.4820222556591034, 0.4650951027870178, 0.5923542976379395, 0.5695803761482239, 0.559313952922821, 0.5502225160598755, 0.6392467021942139, 0.6308816075325012, 0.6238482594490051, 0.6162665486335754, 0.6858287453651428, 0.7150381803512573, 0.734592080116272, 0.7484679222106929]","[0.7939653992652893, 0.7763507962226868, 0.7439574599266052, 0.7270084023475647, 0.7282900214195251, 0.5634628534317017, 0.4808109700679779, 0.42440253496170044, 0.37659144401550293, 0.5360652208328247, 0.43617141246795654, 0.3723015785217285, 0.32370060682296753, 0.5440402626991272, 0.4474523365497589, 0.38369232416152954, 0.33292222023010254, 0.5750928521156311, 0.5106759667396545, 0.46932440996170044, 0.43134689331054643]"
27,"[0.6389526724815369, 0.5790264010429382, 0.516082227230072, 0.4565044045448303, 0.4064827263355255, 0.546195387840271, 0.5024796724319458, 0.48048874735832214, 0.464164137840271, 0.5909563302993774, 0.5679503083229065, 0.558629035949707, 0.5510157942771912, 0.6384620666503906, 0.6281573176383972, 0.619628369808197, 0.6115042567253113, 0.6869519352912903, 0.7142823934555054, 0.7328708171844482, 0.746381819248199]","[0.7939653992652893, 0.7752281427383423, 0.7438398003578186, 0.7288256883621216, 0.7310433387756348, 0.5619358420372009, 0.4795810580253601, 0.42393749952316284, 0.37724989652633667, 0.5346407294273376, 0.4363025426864624, 0.3727061152458191, 0.3248835504055023, 0.5422639846801758, 0.4479840099811554, 0.38324302434921265, 0.3324509263038635, 0.5726596117019653, 0.5084553360939026, 0.46656256914138794, 0.42886337637901245]"
28,"[0.6389526724815369, 0.5785298347473145, 0.5166958570480347, 0.45960360765457153, 0.41371622681617737, 0.5464790463447571, 0.5028618574142456, 0.47918856143951416, 0.462063193321228, 0.5901387333869934, 0.568663477897644, 0.5594267249107361, 0.5543694496154785, 0.6369800567626953, 0.6298136115074158, 0.6239318251609802, 0.6190739274024963, 0.6846755743026733, 0.7122960090637207, 0.7301992177963257, 0.7435364723205559]","[0.7939653992652893, 0.7813413143157959, 0.7568711638450623, 0.7411801815032959, 0.7396513223648071, 0.5730568170547485, 0.49123865365982056, 0.4356197714805603, 0.3877635598182678, 0.5457970499992371, 0.44708311557769775, 0.38470327854156494, 0.33444744348526, 0.553341269493103, 0.4579622149467468, 0.3938013017177582, 0.3409198522567749, 0.5825815796852112, 0.5158640742301941, 0.4737509787082672, 0.4349808692932128]"
29,"[0.6389526724815369, 0.5760208964347839, 0.5128747820854187, 0.45520830154418945, 0.40924787521362305, 0.5362738966941833, 0.49333667755126953, 0.4695609211921692, 0.4527286887168884, 0.5803240537643433, 0.561676025390625, 0.5542672872543335, 0.5503959655761719, 0.6281720399856567, 0.6148290634155273, 0.6077185273170471, 0.6025866866111755, 0.6787191033363342, 0.7032371163368225, 0.7197925448417664, 0.7332573533058158]","[0.7939653992652893, 0.7792990207672119, 0.7524375319480896, 0.7386563420295715, 0.7432765364646912, 0.5728850960731506, 0.48889243602752686, 0.4317052364349365, 0.38388592004776, 0.5450771450996399, 0.4439074993133545, 0.3796460032463074, 0.328709214925766, 0.5503974556922913, 0.4532274901866913, 0.3859233260154724, 0.33134782314300537, 0.5783608555793762, 0.5113782286643982, 0.46873939037323, 0.43047738075256264]"
30,"[0.6389526724815369, 0.5786870121955872, 0.5160888433456421, 0.4633578956127167, 0.4154251515865326, 0.5360487699508667, 0.4915705919265747, 0.46983250975608826, 0.4552392363548279, 0.5813278555870056, 0.5565640330314636, 0.5481509566307068, 0.5456146001815796, 0.629111111164093, 0.6171993613243103, 0.611564040184021, 0.6088327765464783, 0.679234504699707, 0.7015432119369507, 0.7164283394813538, 0.7273880243301383]","[0.7939653992652893, 0.7825177311897278, 0.7540847659111023, 0.7376584410667419, 0.7389317750930786, 0.5748045444488525, 0.49213606119155884, 0.4361988306045532, 0.38637784123420715, 0.5458623766899109, 0.44880759716033936, 0.3893638253211975, 0.3415912389755249, 0.5508803725242615, 0.45309680700302124, 0.385978639125824, 0.3309727609157562, 0.5798545479774475, 0.5119513273239136, 0.46731552481651306, 0.42473179101943964]"
31,"[0.6389526724815369, 0.5786870121955872, 0.5160888433456421, 0.4633578956127167, 0.4154251515865326, 0.5360487699508667, 0.4915705919265747, 0.46983250975608826, 0.4552392363548279, 0.5813278555870056, 0.5565640330314636, 0.5481509566307068, 0.5456146001815796, 0.629111111164093, 0.6171993613243103, 0.611564040184021, 0.6088327765464783, 0.679234504699707, 0.7015432119369507, 0.7164283394813538, 0.7273880243301383]","[0.7939653992652893, 0.7825177311897278, 0.7540847659111023, 0.7376584410667419, 0.7389317750930786, 0.5748045444488525, 0.49213606119155884, 0.4361988306045532, 0.38637784123420715, 0.5458623766899109, 0.44880759716033936, 0.3893638253211975, 0.3415912389755249, 0.5508803725242615, 0.45309680700302124, 0.385978639125824, 0.3309727609157562, 0.5798545479774475, 0.5119513273239136, 0.46731552481651306, 0.42473179101943964]"
32,"[0.6389526724815369, 0.5775976777076721, 0.5172114968299866, 0.46502450108528137, 0.41849347949028015, 0.5322781205177307, 0.4923538267612457, 0.47285062074661255, 0.459428995847702, 0.5779379606246948, 0.5561698079109192, 0.5446346998214722, 0.5380797982215881, 0.6259508728981018, 0.6151748895645142, 0.6062019467353821, 0.6006561517715454, 0.6727510690689087, 0.6968609094619751, 0.7129114270210266, 0.7271571159362784]","[0.7939653992652893, 0.7885233759880066, 0.7640417218208313, 0.7474889159202576, 0.7450228929519653, 0.5878793001174927, 0.5093360543251038, 0.45616424083709717, 0.40844231843948364, 0.5578221678733826, 0.462847501039505, 0.3977428674697876, 0.3434525430202484, 0.5624842047691345, 0.46866288781166077, 0.4033183455467224, 0.3494793176651001, 0.5917496681213379, 0.5296272039413452, 0.4876793622970581, 0.4485709071159362]"
